post_slug,image_position,image_path,current_alt,status,proposed_alt,confidence,reasoning
chip-ui-design,25,/blog/assets/chip-ui-design/img-25.svg,Chips UI UX design tutorial – Use Hover & Active States,generic-templated,Chip use hover & active states shown in example,high,State or variant from heading
chip-ui-design,26,/blog/assets/chip-ui-design/img-26.svg,Chips UI UX design tutorial – Clear Selection State,generic-templated,Chip clear selection state shown in example,high,State or variant from heading
chip-ui-design,27,/blog/assets/chip-ui-design/img-27.svg,Chips UI UX design tutorial – Enable Chip Removal,generic-templated,Chip example illustrating enable chip removal,medium,Generic heading-based alt
chip-ui-design,28,/blog/assets/chip-ui-design/img-28.webp,Chips UI UX design tutorial – Use Micro-interactions,generic-templated,Chip example illustrating use micro-interactions,medium,Generic heading-based alt
chip-ui-design,29,/blog/assets/chip-ui-design/img-29.svg,Chips UI UX design tutorial – Multiline Chip Handling,generic-templated,Chip example illustrating multiline chip handling,medium,Generic heading-based alt
choosing-right-design-team,0,/blog/covers/choosing-right-design-team.webp,Tips for selecting the UI / UX agency for application design and development,duplicate,Find the perfect web design and development agency for your application to ensure the success of your product,medium,Cover from frontmatter description
choosing-right-design-team,1,/blog/assets/choosing-right-design-team/img-1.webp,Tips for selecting the UI / UX agency for application design and development,duplicate,Tips for selecting the example illustrating checking the portfolio,medium,Generic heading-based alt
choosing-right-design-team,2,/blog/assets/choosing-right-design-team/img-2.webp,Tips for selecting the UI / UX agency for application design and development,duplicate,Tips for selecting the example illustrating evaluating agency's process,medium,Generic heading-based alt
choosing-right-ios-kit,1,/blog/assets/choosing-right-ios-kit/img-1.webp,Tips for selecting the UI / UX agency for application design and development,duplicate,Design example illustrating ‍tl/dr,medium,Generic heading-based alt
choosing-right-ios-kit,2,/blog/assets/choosing-right-ios-kit/img-2.svg,Tips for selecting the UI / UX agency for application design and development,duplicate,Design example illustrating why use such a ui kit in figma for ios design?type=design)?,medium,Generic heading-based alt
choosing-right-ios-kit,3,/blog/assets/choosing-right-ios-kit/img-3.svg,,missing,Design example illustrating advantages of the ui kit,medium,Generic heading-based alt
complete-guide-to-blueprint-grid-design,0,/blog/covers/vercel-easthetic-guide-cover-2.webp,Vercel aesthetic: a complete guide to blueprint grid style design,generic-templated,Everything you need to know about the technical grid design trend,medium,Cover from frontmatter description
design-resources-feb-2021,1,/blog/assets/design-resources-feb-2021/img-1.webp,,missing,Free Emoji Pack design work featured in the article,high,Person name from heading
design-resources-feb-2021,2,/blog/assets/design-resources-feb-2021/img-2.webp,,missing,Illustration Kit design work featured in the article,high,Person name from heading
design-resources-feb-2021,3,/blog/assets/design-resources-feb-2021/img-3.webp,,missing,Design example illustrating pfolios,medium,Generic heading-based alt
design-resources-feb-2021,4,/blog/assets/design-resources-feb-2021/img-4.webp,,missing,Akar Icons design work featured in the article,high,Person name from heading
design-resources-feb-2021,5,/blog/assets/design-resources-feb-2021/img-5.webp,,missing,Design example illustrating color within constraints,medium,Generic heading-based alt
design-resources-feb-2021,6,/blog/assets/design-resources-feb-2021/img-6.webp,,missing,Design example illustrating building complex figma variants,medium,Generic heading-based alt
design-resources-feb-2021,7,/blog/assets/design-resources-feb-2021/img-7.webp,,missing,Design example illustrating morph,medium,Generic heading-based alt
design-resources-feb-2021,8,/blog/assets/design-resources-feb-2021/img-8.webp,,missing,Design example illustrating stylelist,medium,Generic heading-based alt
design-resources-feb-2021,9,/blog/assets/design-resources-feb-2021/img-9.webp,,missing,Angel Match design work featured in the article,high,Person name from heading
design-resources-feb-2021,10,/blog/assets/design-resources-feb-2021/img-10.webp,,missing,Vector Pattern Generator design work featured in the article,high,Person name from heading
design-resources-feb-2021,11,/blog/assets/design-resources-feb-2021/img-11.webp,,missing,Design example illustrating iconduck,medium,Generic heading-based alt
design-resources-feb-2021,12,/blog/assets/design-resources-feb-2021/img-12.webp,,missing,Tweek Calendar design work featured in the article,high,Person name from heading
design-resources-feb-2021,13,/blog/assets/design-resources-feb-2021/img-13.webp,,missing,Design example illustrating mac utilities that i can't live without,medium,Generic heading-based alt
design-resources-feb-2021,14,/blog/assets/design-resources-feb-2021/img-14.webp,,missing,Design example illustrating uppbeat,medium,Generic heading-based alt
design-resources-feb-2021,15,/blog/assets/design-resources-feb-2021/img-15.webp,,missing,Text Gradients design work featured in the article,high,Person name from heading
design-resources-feb-2021,16,/blog/assets/design-resources-feb-2021/img-16.webp,,missing,Design example illustrating designing better data tables for enterprise ux,medium,Generic heading-based alt
design-system-for-business,5,/blog/assets/design-system-for-business/img-5.webp,,missing,Design example illustrating ‍kanban,medium,Generic heading-based alt
design-system-for-business,8,/blog/assets/design-system-for-business/img-8.webp,,missing,Design example illustrating messenger,medium,Generic heading-based alt
design-system-for-business,10,/blog/assets/design-system-for-business/img-10.webp,Figma design system - Navigation UI kit,duplicate,Design example illustrating navigation,medium,Generic heading-based alt
design-system-for-business,11,/blog/assets/design-system-for-business/img-11.webp,Figma design system - Navigation UI kit,duplicate,Design example illustrating navigation,medium,Generic heading-based alt
difficult-design-clients,1,/blog/assets/difficult-design-clients/img-1.webp,,missing,Design example illustrating conclusion,medium,Generic heading-based alt
dropdown-ui-design,0,/blog/covers/dropdown-ui-design.webp,"Dropdown UI design – A guide for Anatomy, UX tips, and Use cases",generic-templated,"Standard, searchable, multi-select, or multi-level",medium,Cover from frontmatter description
dropdown-ui-design,1,/blog/assets/dropdown-ui-design/img-1.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating types of dropdowns,medium,Generic heading-based alt
dropdown-ui-design,2,/blog/assets/dropdown-ui-design/img-2.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating types of dropdowns,medium,Generic heading-based alt
dropdown-ui-design,3,/blog/assets/dropdown-ui-design/img-3.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating types of dropdowns,medium,Generic heading-based alt
dropdown-ui-design,4,/blog/assets/dropdown-ui-design/img-4.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating types of dropdowns,medium,Generic heading-based alt
dropdown-ui-design,5,/blog/assets/dropdown-ui-design/img-5.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating key elements and their functions,medium,Generic heading-based alt
dropdown-ui-design,6,/blog/assets/dropdown-ui-design/img-6.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating key elements and their functions,medium,Generic heading-based alt
dropdown-ui-design,7,/blog/assets/dropdown-ui-design/img-7.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating key elements and their functions,medium,Generic heading-based alt
dropdown-ui-design,8,/blog/assets/dropdown-ui-design/img-8.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating key elements and their functions,medium,Generic heading-based alt
dropdown-ui-design,9,/blog/assets/dropdown-ui-design/img-9.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating key elements and their functions,medium,Generic heading-based alt
dropdown-ui-design,10,/blog/assets/dropdown-ui-design/img-10.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating dropdown states and interactions,medium,Generic heading-based alt
dropdown-ui-design,11,/blog/assets/dropdown-ui-design/img-11.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating dropdown states and interactions,medium,Generic heading-based alt
dropdown-ui-design,12,/blog/assets/dropdown-ui-design/img-12.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating dropdown states and interactions,medium,Generic heading-based alt
dropdown-ui-design,13,/blog/assets/dropdown-ui-design/img-13.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating dropdown states and interactions,medium,Generic heading-based alt
dropdown-ui-design,14,/blog/assets/dropdown-ui-design/img-14.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating dropdown states and interactions,medium,Generic heading-based alt
dropdown-ui-design,15,/blog/assets/dropdown-ui-design/img-15.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating dropdown states and interactions,medium,Generic heading-based alt
dropdown-ui-design,16,/blog/assets/dropdown-ui-design/img-16.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating corner radius,medium,Generic heading-based alt
dropdown-ui-design,17,/blog/assets/dropdown-ui-design/img-17.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating border style,medium,Generic heading-based alt
dropdown-ui-design,18,/blog/assets/dropdown-ui-design/img-18.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating using shadows,medium,Generic heading-based alt
dropdown-ui-design,19,/blog/assets/dropdown-ui-design/img-19.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating container color,medium,Generic heading-based alt
dropdown-ui-design,20,/blog/assets/dropdown-ui-design/img-20.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating applying gradients,medium,Generic heading-based alt
dropdown-ui-design,21,/blog/assets/dropdown-ui-design/img-21.webp,Dropdown UI design tutorial and UX usability tips,duplicate,Vitaly Silkin design work featured in the article,high,Person attribution detected
dropdown-ui-design,22,/blog/assets/dropdown-ui-design/img-22.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating using in navigation menus,medium,Generic heading-based alt
dropdown-ui-design,23,/blog/assets/dropdown-ui-design/img-23.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating language selection,medium,Generic heading-based alt
dropdown-ui-design,24,/blog/assets/dropdown-ui-design/img-24.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating data input forms,medium,Generic heading-based alt
dropdown-ui-design,25,/blog/assets/dropdown-ui-design/img-25.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating filter and sorting options,medium,Generic heading-based alt
dropdown-ui-design,26,/blog/assets/dropdown-ui-design/img-26.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating configuration settings,medium,Generic heading-based alt
dropdown-ui-design,27,/blog/assets/dropdown-ui-design/img-27.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating selection of single/multiple items,medium,Generic heading-based alt
dropdown-ui-design,28,/blog/assets/dropdown-ui-design/img-28.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating ux & usability tips,medium,Generic heading-based alt
dropdown-ui-design,29,/blog/assets/dropdown-ui-design/img-29.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating ‍logical and intuitive organization,medium,Generic heading-based alt
dropdown-ui-design,30,/blog/assets/dropdown-ui-design/img-30.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating ‍keyboard accessibility,medium,Generic heading-based alt
dropdown-ui-design,31,/blog/assets/dropdown-ui-design/img-31.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating ‍selected option feedback,medium,Generic heading-based alt
dropdown-ui-design,32,/blog/assets/dropdown-ui-design/img-32.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating ‍color contrast and visual accessibility,medium,Generic heading-based alt
dropdown-ui-design,33,/blog/assets/dropdown-ui-design/img-33.svg,Dropdown UI design tutorial and UX usability tips,duplicate,Dropdown example illustrating ‍limiting number of options and incorporating search functionality,medium,Generic heading-based alt
e-commerce-dashboard-examples,1,/blog/assets/e-commerce-dashboard-examples/img-1.webp,,missing,Design example illustrating rome ui kit,medium,Generic heading-based alt
e-commerce-dashboard-examples,2,/blog/assets/e-commerce-dashboard-examples/img-2.webp,,missing,Design example illustrating material desktop ui kit,medium,Generic heading-based alt
e-commerce-dashboard-examples,3,/blog/assets/e-commerce-dashboard-examples/img-3.webp,,missing,Panda Design System design work featured in the article,high,Person name from heading
e-commerce-dashboard-examples,4,/blog/assets/e-commerce-dashboard-examples/img-4.webp,,missing,Design example illustrating material-you,medium,Generic heading-based alt
e-commerce-dashboard-examples,5,/blog/assets/e-commerce-dashboard-examples/img-5.webp,,missing,Design example illustrating eclipse ui kit,medium,Generic heading-based alt
empty-state-ui-design,9,/blog/assets/empty-state-ui-design/img-9.webp,,missing,Empty state example illustrating rules for using illustrations,medium,Generic heading-based alt
figma-10-tech-companies,1,/blog/assets/figma-10-tech-companies/img-1.webp,,missing,Design example illustrating notion,medium,Generic heading-based alt
figma-10-tech-companies,2,/blog/assets/figma-10-tech-companies/img-2.webp,,missing,Design example illustrating dribbble,medium,Generic heading-based alt
figma-10-tech-companies,3,/blog/assets/figma-10-tech-companies/img-3.webp,,missing,Design example illustrating bulb,medium,Generic heading-based alt
figma-10-tech-companies,4,/blog/assets/figma-10-tech-companies/img-4.webp,,missing,Design example illustrating gusto,medium,Generic heading-based alt
figma-10-tech-companies,5,/blog/assets/figma-10-tech-companies/img-5.webp,,missing,Design example illustrating github,medium,Generic heading-based alt
figma-10-tech-companies,6,/blog/assets/figma-10-tech-companies/img-6.webp,,missing,Design example illustrating zoom,medium,Generic heading-based alt
figma-10-tech-companies,7,/blog/assets/figma-10-tech-companies/img-7.webp,,missing,Design example illustrating deliveroo,medium,Generic heading-based alt
figma-10-tech-companies,8,/blog/assets/figma-10-tech-companies/img-8.webp,,missing,Design example illustrating airbnb,medium,Generic heading-based alt
figma-10-tech-companies,9,/blog/assets/figma-10-tech-companies/img-9.webp,,missing,Design example illustrating uber,medium,Generic heading-based alt
figma-10-tech-companies,10,/blog/assets/figma-10-tech-companies/img-10.webp,,missing,Design example illustrating microsoft,medium,Generic heading-based alt
figma-20-newest-templates,1,/blog/assets/figma-20-newest-templates/img-1.webp,,missing,Design example illustrating instagram mockup 2020,medium,Generic heading-based alt
figma-20-newest-templates,2,/blog/assets/figma-20-newest-templates/img-2.webp,,missing,Design example illustrating redlines,medium,Generic heading-based alt
figma-20-newest-templates,3,/blog/assets/figma-20-newest-templates/img-3.webp,,missing,Design example illustrating coolicons,medium,Generic heading-based alt
figma-20-newest-templates,4,/blog/assets/figma-20-newest-templates/img-4.webp,,missing,Design example illustrating ant ux wireframes,medium,Generic heading-based alt
figma-20-newest-templates,5,/blog/assets/figma-20-newest-templates/img-5.webp,,missing,Design example illustrating investor pitch presentation template,medium,Generic heading-based alt
figma-20-newest-templates,6,/blog/assets/figma-20-newest-templates/img-6.webp,,missing,Slide Toolkit design work featured in the article,high,Person name from heading
figma-20-newest-templates,7,/blog/assets/figma-20-newest-templates/img-7.webp,,missing,Design example illustrating lucent ui design system,medium,Generic heading-based alt
figma-20-newest-templates,8,/blog/assets/figma-20-newest-templates/img-8.webp,,missing,Simple Deck Template design work featured in the article,high,Person name from heading
figma-20-newest-templates,9,/blog/assets/figma-20-newest-templates/img-9.webp,,missing,Design example illustrating ex-out illustrations & graphics,medium,Generic heading-based alt
figma-20-newest-templates,10,/blog/assets/figma-20-newest-templates/img-10.webp,,missing,Avatar Illustration System design work featured in the article,high,Person name from heading
figma-20-newest-templates,11,/blog/assets/figma-20-newest-templates/img-11.webp,,missing,Smart Animate Tutorial design work featured in the article,high,Person name from heading
figma-20-newest-templates,12,/blog/assets/figma-20-newest-templates/img-12.webp,,missing,Wireframe Kit design work featured in the article,high,Person name from heading
figma-20-newest-templates,13,/blog/assets/figma-20-newest-templates/img-13.webp,,missing,Design example illustrating creatures,medium,Generic heading-based alt
figma-20-newest-templates,14,/blog/assets/figma-20-newest-templates/img-14.webp,,missing,Design example illustrating u.s. web design system,medium,Generic heading-based alt
figma-20-newest-templates,15,/blog/assets/figma-20-newest-templates/img-15.webp,,missing,Design example illustrating ios keyboards & browser ui kit,medium,Generic heading-based alt
figma-20-newest-templates,16,/blog/assets/figma-20-newest-templates/img-16.webp,,missing,Remote Design Sprinting design work featured in the article,high,Person name from heading
figma-20-newest-templates,17,/blog/assets/figma-20-newest-templates/img-17.webp,,missing,Clarity Icons design work featured in the article,high,Person name from heading
figma-20-newest-templates,18,/blog/assets/figma-20-newest-templates/img-18.webp,,missing,Bright Kit design work featured in the article,high,Person name from heading
figma-20-newest-templates,19,/blog/assets/figma-20-newest-templates/img-19.webp,,missing,Design example illustrating browk ui kit,medium,Generic heading-based alt
figma-20-newest-templates,20,/blog/assets/figma-20-newest-templates/img-20.webp,,missing,Brainstorming Design System design work featured in the article,high,Person name from heading
figma-auto-layout-debate,0,/blog/covers/figma-auto-layout-debate.webp,"Figma auto-layout debate: Benefits, drawbacks, and best practices",generic-templated,Explore the pros and cons of Figma’s auto-layout vs,medium,Cover from frontmatter description
figma-plugins-productivity-boost,1,/blog/assets/figma-plugins-productivity-boost/img-1.webp,,missing,Design example illustrating sitemap,medium,Generic heading-based alt
figma-plugins-productivity-boost,2,/blog/assets/figma-plugins-productivity-boost/img-2.webp,,missing,Design example illustrating halftones,medium,Generic heading-based alt
figma-plugins-productivity-boost,3,/blog/assets/figma-plugins-productivity-boost/img-3.webp,,missing,Design example illustrating flipbook,medium,Generic heading-based alt
figma-plugins-productivity-boost,4,/blog/assets/figma-plugins-productivity-boost/img-4.webp,,missing,Spell Inspector design work featured in the article,high,Person name from heading
figma-plugins-productivity-boost,5,/blog/assets/figma-plugins-productivity-boost/img-5.webp,,missing,Design focus css shown in example,high,State or variant from heading
figma-plugins-productivity-boost,6,/blog/assets/figma-plugins-productivity-boost/img-6.webp,,missing,Design example illustrating tracking,medium,Generic heading-based alt
figma-plugins-productivity-boost,7,/blog/assets/figma-plugins-productivity-boost/img-7.webp,,missing,Design example illustrating filter,medium,Generic heading-based alt
figma-plugins-productivity-boost,8,/blog/assets/figma-plugins-productivity-boost/img-8.webp,,missing,Design example illustrating swiftui inspector,medium,Generic heading-based alt
figma-plugins-productivity-boost,9,/blog/assets/figma-plugins-productivity-boost/img-9.webp,,missing,Design example illustrating geometric,medium,Generic heading-based alt
figma-plugins-productivity-boost,10,/blog/assets/figma-plugins-productivity-boost/img-10.webp,,missing,Spacing Manager design work featured in the article,high,Person name from heading
figma-plugins-productivity-boost,11,/blog/assets/figma-plugins-productivity-boost/img-11.webp,,missing,Design example illustrating find & replace colors,medium,Generic heading-based alt
figma-plugins-productivity-boost,12,/blog/assets/figma-plugins-productivity-boost/img-12.webp,,missing,Batch Styler design work featured in the article,high,Person name from heading
figma-plugins-productivity-boost,13,/blog/assets/figma-plugins-productivity-boost/img-13.webp,,missing,Style Organizer design work featured in the article,high,Person name from heading
figma-plugins-productivity-boost,14,/blog/assets/figma-plugins-productivity-boost/img-14.webp,,missing,Design example illustrating autogrid,medium,Generic heading-based alt
figma-plugins-review-2020,1,/blog/assets/figma-plugins-review-2020/img-1.webp,Figma design system - Datepicker template,duplicate,Design example illustrating coda for figma,medium,Generic heading-based alt
figma-plugins-review-2020,2,/blog/assets/figma-plugins-review-2020/img-2.webp,Figma design system - Datepicker template,duplicate,Design example illustrating lilgrid,medium,Generic heading-based alt
figma-plugins-review-2020,3,/blog/assets/figma-plugins-review-2020/img-3.webp,Figma design system - Datepicker template,duplicate,Table Paste design work featured in the article,high,Person name from heading
figma-plugins-review-2020,4,/blog/assets/figma-plugins-review-2020/img-4.webp,Figma design system - Datepicker template,duplicate,Design System Organizer design work featured in the article,high,Person name from heading
figma-plugins-review-2020,5,/blog/assets/figma-plugins-review-2020/img-5.webp,Figma design system - Datepicker template,duplicate,Movie Posters design work featured in the article,high,Person name from heading
figma-plugins-review-2020,6,/blog/assets/figma-plugins-review-2020/img-6.webp,Figma design system - Datepicker template,duplicate,Dot Grid design work featured in the article,high,Person name from heading
figma-plugins-review-2020,7,/blog/assets/figma-plugins-review-2020/img-7.webp,Figma design system - Datepicker template,duplicate,Design example illustrating giffycanvas,medium,Generic heading-based alt
figma-plugins-review-2020,8,/blog/assets/figma-plugins-review-2020/img-8.webp,Figma design system - Datepicker template,duplicate,Design example illustrating beatflyer lite,medium,Generic heading-based alt
figma-plugins-review-2020,9,/blog/assets/figma-plugins-review-2020/img-9.webp,Figma design system - Datepicker template,duplicate,Color Kit design work featured in the article,high,Person name from heading
figma-plugins-review-2020,10,/blog/assets/figma-plugins-review-2020/img-10.webp,Figma design system - Datepicker template,duplicate,Material Palette design work featured in the article,high,Person name from heading
figma-plugins-review-2020,11,/blog/assets/figma-plugins-review-2020/img-11.webp,Figma design system - Datepicker template,duplicate,Wire Box design work featured in the article,high,Person name from heading
figma-plugins-review-2020,12,/blog/assets/figma-plugins-review-2020/img-12.webp,Figma design system - Datepicker template,duplicate,Vector Maps design work featured in the article,high,Person name from heading
figma-plugins-review-2020,13,/blog/assets/figma-plugins-review-2020/img-13.webp,Figma design system - Datepicker template,duplicate,Design example illustrating webgradients,medium,Generic heading-based alt
figma-plugins-review-2020,14,/blog/assets/figma-plugins-review-2020/img-14.webp,Figma design system - Datepicker template,duplicate,Design example illustrating lottiefiles,medium,Generic heading-based alt
figma-plugins-review-2020,15,/blog/assets/figma-plugins-review-2020/img-15.webp,Figma design system - Datepicker template,duplicate,Design example illustrating tinyimage compressor,medium,Generic heading-based alt
figma-plugins-review-2020,16,/blog/assets/figma-plugins-review-2020/img-16.webp,Figma design system - Datepicker template,duplicate,Design Lint design work featured in the article,high,Person name from heading
figma-resources-review-1,1,/blog/assets/figma-resources-review-1/img-1.webp,,missing,Design example illustrating acid brutal ui concept,medium,Generic heading-based alt
figma-resources-review-1,2,/blog/assets/figma-resources-review-1/img-2.webp,,missing,Design example illustrating capture - landing page template,medium,Generic heading-based alt
figma-resources-review-1,3,/blog/assets/figma-resources-review-1/img-3.webp,,missing,Design example illustrating visual studio code icons,medium,Generic heading-based alt
figma-resources-review-1,4,/blog/assets/figma-resources-review-1/img-4.webp,,missing,Design example illustrating figma starter kit,medium,Generic heading-based alt
figma-resources-review-1,5,/blog/assets/figma-resources-review-1/img-5.webp,,missing,Design example illustrating figma design system,medium,Generic heading-based alt
figma-resources-review-1,6,/blog/assets/figma-resources-review-1/img-6.webp,,missing,Design example illustrating pulse heartbeat atomic components,medium,Generic heading-based alt
figma-resources-review-1,7,/blog/assets/figma-resources-review-1/img-7.webp,,missing,Design example illustrating neolex dashboard kit,medium,Generic heading-based alt
figma-resources-review-1,8,/blog/assets/figma-resources-review-1/img-8.webp,,missing,Design example illustrating figma system for data table,medium,Generic heading-based alt
figma-resources-review-1,9,/blog/assets/figma-resources-review-1/img-9.webp,,missing,Core Design System design work featured in the article,high,Person name from heading
figma-resources-review-1,10,/blog/assets/figma-resources-review-1/img-10.webp,,missing,Design example illustrating microsoft power platform kit,medium,Generic heading-based alt
figma-resources-review-1,11,/blog/assets/figma-resources-review-1/img-11.webp,,missing,Open Peeps design work featured in the article,high,Person name from heading
figma-resources-review-1,12,/blog/assets/figma-resources-review-1/img-12.webp,,missing,Design example illustrating bootstrap 4 gui,medium,Generic heading-based alt
figma-resources-review-1,13,/blog/assets/figma-resources-review-1/img-13.webp,,missing,Design example illustrating clarity ui system,medium,Generic heading-based alt
figma-resources-review-1,14,/blog/assets/figma-resources-review-1/img-14.webp,,missing,Design example illustrating building blocks ui framework,medium,Generic heading-based alt
figma-resources-review-1,15,/blog/assets/figma-resources-review-1/img-15.webp,,missing,Design example illustrating eui — elastic ui kit,medium,Generic heading-based alt
figma-responsive-mobile-components,1,/blog/assets/figma-responsive-mobile-components/img-1.webp,,missing,Design example illustrating could we have it responsive?,medium,Generic heading-based alt
figma-responsive-mobile-components,2,/blog/assets/figma-responsive-mobile-components/img-2.webp,,missing,Design example illustrating the problem is the icons,medium,Generic heading-based alt
figma-responsive-mobile-components,3,/blog/assets/figma-responsive-mobile-components/img-3.webp,,missing,Design example illustrating immediately detach icons,medium,Generic heading-based alt
figma-responsive-mobile-components,4,/blog/assets/figma-responsive-mobile-components/img-4.webp,,missing,Design example illustrating keep 2 types of icons in the system,medium,Generic heading-based alt
figma-summer-top-15,1,/blog/assets/figma-summer-top-15/img-1.webp,,missing,Vector Character Illustrations design work featured in the article,high,Person name from heading
figma-summer-top-15,2,/blog/assets/figma-summer-top-15/img-2.webp,,missing,Design example illustrating realistic canon 70-200mm f/2.8,medium,Generic heading-based alt
figma-summer-top-15,3,/blog/assets/figma-summer-top-15/img-3.webp,,missing,Design example illustrating 3d models for your app design,medium,Generic heading-based alt
figma-summer-top-15,4,/blog/assets/figma-summer-top-15/img-4.webp,,missing,Flamingo Design System design work featured in the article,high,Person name from heading
figma-summer-top-15,5,/blog/assets/figma-summer-top-15/img-5.webp,,missing,Design usage example showing figma animation examples,medium,Use case heading
figma-summer-top-15,6,/blog/assets/figma-summer-top-15/img-6.webp,,missing,Design example illustrating teenyicons,medium,Generic heading-based alt
figma-summer-top-15,7,/blog/assets/figma-summer-top-15/img-7.webp,,missing,Design example illustrating segment ui kit,medium,Generic heading-based alt
figma-summer-top-15,8,/blog/assets/figma-summer-top-15/img-8.webp,,missing,Interactive Journey Map design work featured in the article,high,Person name from heading
figma-summer-top-15,9,/blog/assets/figma-summer-top-15/img-9.webp,,missing,Design example illustrating ux templates,medium,Generic heading-based alt
figma-summer-top-15,10,/blog/assets/figma-summer-top-15/img-10.webp,,missing,Design example illustrating airtable blocks ui kit,medium,Generic heading-based alt
figma-summer-top-15,11,/blog/assets/figma-summer-top-15/img-11.webp,,missing,Design example illustrating figma charts & infographics,medium,Generic heading-based alt
figma-summer-top-15,12,/blog/assets/figma-summer-top-15/img-12.webp,,missing,Design example illustrating templatery,medium,Generic heading-based alt
figma-summer-top-15,13,/blog/assets/figma-summer-top-15/img-13.webp,,missing,Design example illustrating exo kit design system for figma,medium,Generic heading-based alt
figma-summer-top-15,14,/blog/assets/figma-summer-top-15/img-14.webp,,missing,Design example illustrating pajamas ui kit – gitlab's component library,medium,Generic heading-based alt
figma-summer-top-15,15,/blog/assets/figma-summer-top-15/img-15.webp,,missing,Radius Design Kit design work featured in the article,high,Person name from heading
figma-tables-data-grid-design,0,/blog/covers/figma-tables-data-grid-design.webp,Table UI design tutorial – Figma data grid within single cell-component,generic-templated,"Learn about the 3 different approaches to table design for creating a flexible data grid using row, column, and cell components",medium,Cover from frontmatter description
figma-tables-data-grid-design,1,/blog/assets/figma-tables-data-grid-design/img-1.webp,,missing,Design example illustrating classic style,medium,Generic heading-based alt
figma-tables-data-grid-design,2,/blog/assets/figma-tables-data-grid-design/img-2.webp,,missing,Design example illustrating contrast heading,medium,Generic heading-based alt
figma-tables-data-grid-design,3,/blog/assets/figma-tables-data-grid-design/img-3.webp,,missing,Design example illustrating material table,medium,Generic heading-based alt
figma-tables-data-grid-design,4,/blog/assets/figma-tables-data-grid-design/img-4.webp,,missing,Design example illustrating patchwork,medium,Generic heading-based alt
figma-tables-data-grid-design,5,/blog/assets/figma-tables-data-grid-design/img-5.webp,,missing,Design example illustrating minimalism,medium,Generic heading-based alt
figma-tables-data-grid-design,6,/blog/assets/figma-tables-data-grid-design/img-6.webp,,missing,Design example illustrating row-component,medium,Generic heading-based alt
figma-tables-data-grid-design,7,/blog/assets/figma-tables-data-grid-design/img-7.webp,,missing,Design example illustrating row-component,medium,Generic heading-based alt
figma-tables-data-grid-design,8,/blog/assets/figma-tables-data-grid-design/img-8.webp,,missing,Design example illustrating column-component,medium,Generic heading-based alt
figma-tables-data-grid-design,9,/blog/assets/figma-tables-data-grid-design/img-9.webp,,missing,Design example illustrating cell-component,medium,Generic heading-based alt
figma-tables-data-grid-design,10,https://www.figma.com/file/ARYvgo05kkUhHF5PltU7l1/iOS-tables,**‍**,short,Design example illustrating cell-component,medium,Generic heading-based alt
figma-to-react-buttons,1,/blog/assets/figma-to-react-buttons/img-1.webp,,missing,Default Buttons design work featured in the article,high,Person name from heading
figma-to-react-buttons,2,/blog/assets/figma-to-react-buttons/img-2.webp,,missing,Round Buttons design work featured in the article,high,Person name from heading
